"Humcfs_id","chromosome_number","name","chrlocation","cytoband","type","frequency","gene_ensembl_id","gene_name","havana_transcript_id","gene_location","gene_orientation","exon_id","exon_number","gene_description","disease_description","miRNA_location","miRNA_strand","miRNA_id","miRNA_name","miRNA_derived","pmid"
"3107","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000068971","PPP2R5B","OTTHUMT00000385464","64917599-64928148","+","ENSE00002188607, ENSE00001063424, ENSE00003555198, ENSE00000730327, ENSE00002193375","5","protein phosphatase 2, regulatory subunit B', beta","Multiple Endocrine Neoplasia Type 1,Autism Spectrum Disorders,Intellectual Disability,Mammary Neoplasms,Pallidoluysian degeneration,Spinocerebellar Ataxia 12","NA","NA","NA","NA","NA","3422214"
"3108","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000173486","FKBP2","OTTHUMT00000396399","64241156-64244126","+","ENSE00001632598, ENSE00003484707, ENSE00003460987, ENSE00001195893, ENSE00003499073, ENSE00002315452","6","FK506 binding protein 2, 13kDa","Stomach Neoplasms,AMYOTROPHIC LATERAL SCLEROSIS 1,Malignant neoplasm of stomach,Disease Progression,Stomach Carcinoma,Hepatitis C,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site","NA","NA","NA","NA","NA","3422214"
"3109","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000176973","FAM89B","OTTHUMT00000390095","65572528-65574192","+","ENSE00002176121, ENSE00002181083","2","NA","NA","NA","NA","NA","NA","NA","3422214"
"3110","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000173156","RHOD","OTTHUMT00000393138","67056889-67071691","+","ENSE00002198927, ENSE00001187012, ENSE00002180678","3","ras homolog family member D","X-linked retinitis pigmentosa,Inflammatory Breast Carcinoma,Colorectal Cancer,Retinitis Pigmentosa,Prostate carcinoma,Liver carcinoma,Autistic Disorder,Liver and Intrahepatic Biliary Tract Carcinoma,Neoplasm Metastasis,Chronic Lymphocytic Leukemia,Adenocarcinoma,Autosomal recessive retinitis pigmentosa,Non-Small Cell Lung Carcinoma,Malignant neoplasm of breast,Mammary Neoplasms,Breast Carcinoma,melanoma,Malignant neoplasm of prostate,Renal Cell Carcinoma,Squamous cell carcinoma of tongue,Autosomal dominant retinitis pigmentosa,Ovarian Carcinoma,Cerebrovascular accident,Tumor Progression,Malignant neoplasm of liver,Solid tumour,Rheumatoid Arthritis,Carcinogenesis,Nephrotic Syndrome,Cancer Cell Growth,Colorectal Carcinoma,Hypertrophy of kidney,Brain Neoplasms,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Malignant neoplasm of ovary,Glioblastoma Multiforme","NA","NA","NA","NA","NA","3422214"
"3111","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000162241","SLC25A45","OTTHUMT00000388744","65375192-65382007","-","ENSE00001384826, ENSE00003557798, ENSE00003622004, ENSE00003668445, ENSE00003631582, ENSE00002173228","6","solute carrier family 25, member 45","melanoma","NA","NA","NA","NA","NA","3422214"
"3112","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000133317","LGALS12","OTTHUMT00000396624","63506084-63516767","+","ENSE00001197143, ENSE00001265943, ENSE00000908966, ENSE00000908969, ENSE00000908970, ENSE00000908974, ENSE00000908976, ENSE00002214122","8","lectin, galactoside-binding, soluble, 12","Cryptophthalmos syndrome,Schizophrenia,Non-Small Cell Lung Carcinoma,Leukemia, Myelocytic, Acute","NA","NA","NA","NA","NA","3422214"
"3113","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000149380","P4HA3","OTTHUMT00000382990","74266657-74311640","-","ENSE00003471001, ENSE00001752767, ENSE00003513351, ENSE00003577917, ENSE00003634572, ENSE00003577341, ENSE00003491274, ENSE00003620097, ENSE00003693949, ENSE00003458993, ENSE00003558265, ENSE000013061","13","prolyl 4-hydroxylase, alpha polypeptide III","Tobacco Use Disorder","NA","NA","NA","NA","NA","3422214"
"3114","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000182704","TSKU","OTTHUMT00000382868","76782251-76796068","+","ENSE00002159663, ENSE00002166706","2","NA","NA","NA","NA","NA","NA","NA","3422214"
"3115","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000172543","CTSW","OTTHUMT00000391044","65879851-65883741","+","ENSE00002156767, ENSE00001190530, ENSE00001190516, ENSE00001190505, ENSE00001190494, ENSE00001190483, ENSE00001190475, ENSE00001190470, ENSE00002180476","9","cathepsin W","Tuberculosis, extrapulmonary,Gastrointestinal Diseases,Gastroesophageal reflux disease,Tuberculosis","NA","NA","NA","NA","NA","3422214"
"3116","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000174276","ZNHIT2","OTTHUMT00000385261","65116600-65117673","-","ENSE00002162188, ENSE00002197098","2","zinc finger, HIT-type containing 2","melanoma,Choriocarcinoma","NA","NA","NA","NA","NA","3422214"
"3117","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000171533","MAP6","OTTHUMT00000383538","75586919-75668607","-","ENSE00001414394, ENSE00001153181, ENSE00003641267, ENSE00002181710","4","microtubule-associated protein 6","Behavior Disorders,Carcinogenesis,Myeloid Leukemia, Chronic,Malignant neoplasm of ovary,Hyperactive behavior,Impaired glucose tolerance,Tobacco Use Disorder,Pneumonia,Schizophrenia,Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse,Colorectal Carcinoma,Diabetes Mellitus,Ovarian Carcinoma,X-Linked Combined Immunodeficiency Diseases,Nasal congestion (finding),Diabetes Mellitus, Non-Insulin-Dependent,Diabetes","NA","NA","NA","NA","NA","3422214"
"3118","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000172508","CARNS1","OTTHUMT00000395499","67415678-67424684","+","ENSE00002161897, ENSE00003560405, ENSE00003600418, ENSE00003627247, ENSE00003663722, ENSE00003641541, ENSE00003500883, ENSE00001625887, ENSE00001748355, ENSE00003515807, ENSE00002161576","11","NA","NA","NA","NA","NA","NA","NA","3422214"
"3119","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000175463","TBC1D10C","OTTHUMT00000393376","67403915-67410089","+","ENSE00002199442, ENSE00002166136, ENSE00003596500, ENSE00003461941, ENSE00003570585, ENSE00003657420, ENSE00003689113, ENSE00003476202, ENSE00003582518","9","NA","NA","NA","NA","NA","NA","NA","3422214"
"3120","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000174791","RIN1","OTTHUMT00000392983","66332223-66336840","-","ENSE00002187461, ENSE00003534372, ENSE00003654215, ENSE00002158950, ENSE00003565922, ENSE00003680452, ENSE00003652762, ENSE00003496974, ENSE00002190672","9","Ras and Rab interactor 1","Squamous cell carcinoma,Colorectal Neoplasms,Malignant neoplasm of mouth,Malignant tumor of colon,Carcinogenesis,Myeloid Leukemia, Chronic,Secondary malignant neoplasm of lymph node,Acute Promyelocytic Leukemia,Mammary Neoplasms,Liver carcinoma,Colon Carcinoma,Adenocarcinoma,Adenocarcinoma of lung (disorder),melanoma,Lip and Oral Cavity Carcinoma,Malignant neoplasm of breast,Breast Carcinoma,Gastric Adenocarcinoma","NA","NA","NA","NA","NA","3422214"
"3121","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000187066","TMEM262","OTTHUMT00000385213","65088487-65089375","-","ENSE00002169459, ENSE00002159742, ENSE00002201104, ENSE00002167391","4","NA","NA","NA","NA","NA","NA","NA","3422214"
"3122","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000174165","ZDHHC24","OTTHUMT00000393088","66521082-66546235","-","ENSE00002199645, ENSE00002149290, ENSE00002184535, ENSE00003606410, ENSE00002152437","5","NA","NA","NA","NA","NA","NA","NA","3422214"
"3123","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000133321","RARRES3","OTTHUMT00000396628","63536816-63545387","+","ENSE00002278599, ENSE00000908980, ENSE00002271575","3","retinoic acid receptor responder (tazarotene induced) 3","Squamous cell carcinoma,Adenocarcinoma of large intestine,IGA Glomerulonephritis,Dermatomyositis,Pituitary Diseases,Persistent infection,Nasopharyngeal carcinoma,Rabies (disorder),Cervix carcinoma,Stomach Carcinoma,Chagas Disease,Chronic Lymphocytic Leukemia,Malignant neoplasm of stomach,Adenocarcinoma,Malignant neoplasm of skin,Lymphoproliferative Disorders,Lupus Erythematosus, Systemic,Sendai virus infection,HIV Infections,Malignant neoplasm of breast,Breast Carcinoma,Psoriasis,Nephroblastoma,melanoma,ovarian neoplasm,Lymphocytic Choriomeningitis,Degenerative polyarthritis,Lupus Nephritis,Measles,Arterivirus Infections,Solid tumour,Diabetes Mellitus, Insulin-Dependent,Pancreatic Ductal Adenocarcinoma,Autoimmune Diseases,Non-arthropod borne lymphocytic choriomeningitis,Virus Diseases,Carcinogenesis,Dengue Fever,Encephalopathies,Ovarian Carcinoma,Thymoma,RNA Virus Infections,Epithelial ovarian cancer,Liver carcinoma,Glomerulonephritis,Hematologic Neoplasms,Viral Encephalitis,Rheumatoid","NA","NA","NA","NA","NA","3422214"
"3124","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000219435","TEX40","OTTHUMT00000397371","64300446-64304770","+","ENSE00002278047, ENSE00003472136, ENSE00003465712, ENSE00002311212","4","testis expressed 40","Carcinogenesis,Ovarian Carcinoma,Epithelial ovarian cancer","NA","NA","NA","NA","NA","3422214"
"3125","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000175634","RPS6KB2","OTTHUMT00000395507","67428498-67432995","+","ENSE00002195975, ENSE00003717755, ENSE00003670083, ENSE00003727166, ENSE00002175071","5","ribosomal protein S6 kinase, 70kDa, polypeptide 2","Pheochromocytoma,Neoplasms, Second Primary,Carcinogenesis,Mammary Neoplasms,Multiple malignancy,Colonic Neoplasms,Neoplasm Recurrence, Local,Rectal Neoplasms,Non-Small Cell Lung Carcinoma,Malignant neoplasm of breast,Breast Carcinoma,Head and Neck Neoplasms","NA","NA","NA","NA","NA","3422214"
"3126","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000172725","CORO1B","OTTHUMT00000396226","67441769-67443821","-","ENSE00002250877, ENSE00003521913, ENSE00003583520, ENSE00001376708, ENSE00002261304","5","coronin, actin binding protein, 1B","Malignant neoplasm of breast,Breast Carcinoma","NA","NA","NA","NA","NA","3422214"
"3127","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000137507","LRRC32","OTTHUMT00000257927","76661035-76670000","-","ENSE00001742299, ENSE00001376179, ENSE00001560529","3","leucine rich repeat containing 32","Idiopathic osteoarthritis,Acute Coronary Syndrome,Degenerative polyarthritis,Usher syndrome, type 1A,Generalized osteoarthritis,EPIDERMAL DIFFERENTIATION COMPLEX,Usher Syndrome, Type I,Hay fever,Hibernoma","NA","NA","NA","NA","NA","3422214"
"3128","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000172663","TMEM134","OTTHUMT00000397628","67464358-67467590","-","ENSE00002248194, ENSE00003633270, ENSE00003531327, ENSE00003672741","4","NA","NA","NA","NA","NA","NA","NA","3422214"
"3129","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000256100","AP000721.4","OTTHUMT00000396923","63974620-63988346","+","ENSE00002258786, ENSE00002246414, ENSE00002464486","3","NA","NA","NA","NA","NA","NA","NA","3422214"
"3130","chromosome11","FRA11H","63400001-77100000","11q13","Aphidicolin","Common","ENSG00000214517","PPME1","OTTHUMT00000398254","74171099-74254703","+","ENSE00002301751, ENSE00003524157, ENSE00003623923, ENSE00001647456, ENSE00001772925, ENSE00001625904, ENSE00001754180, ENSE00001727754, ENSE00003591583, ENSE00003651857, ENSE00003482700, ENSE000036828","14","protein phosphatase methylesterase 1","Uterine Corpus Cancer,Malignant neoplasm of stomach,Malignant neoplasm of endometrium,Xenograft Model,Astrocytoma,Endometrial adenocarcinoma,Carcinoma of lung,Malignant neoplasm of lung,Stomach Carcinoma,Endometrial Carcinoma,Malignant Glioma","NA","NA","NA","NA","NA","3422214"
"3131","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000152556","PFKM","OTTHUMT00000406489","48106388-48131368","+","ENSE00002414027, ENSE00001485246, ENSE00001485244, ENSE00003549210, ENSE00003692498, ENSE00002356787","6","phosphofructokinase, muscle","Diabetes Mellitus, Experimental,Renal tubular acidosis,Glycogen Storage Disease Type VII,Glioblastoma,Myocardial Ischemia,Tobacco Use Disorder,Schizophrenia,Breast Carcinoma,Tuberculosis,Myopathy,Malignant neoplasm of breast,Diabetes Mellitus, Non-Insulin-Dependent","48132847-48132867","+","MIMAT0025467","hsa-miR-6505-3p","MI0022217","8833161"
"3132","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000197111","PCBP2","OTTHUMT00000407557","53461015-53476070","+","ENSE00003787788, ENSE00003645717, ENSE00003523658, ENSE00003577141, ENSE00003677361, ENSE00003691939, ENSE00003493178, ENSE00002391006","8","poly(rC) binding protein 2","Squamous cell carcinoma,Malignant neoplasm of mouth,Rabies (disorder),Prostatic Neoplasms,Cessation of life,Blast Phase,Mouth Neoplasms,Metastatic Prostate Carcinoma,Hepatitis C,Lip and Oral Cavity Carcinoma","50234182-50234203","-","MIMAT0005883","hsa-miR-1293","MI0006355","8833161"
"3133","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000123415","SMUG1","OTTHUMT00000359086","54182072-54188980","-","ENSE00002065347, ENSE00001336316, ENSE00000838346, ENSE00002050698","4","single-strand-selective monofunctional uracil-DNA glycosylase 1","Frontotemporal dementia,Cervix carcinoma,Malignant neoplasm of thyroid,Cavitation,Metastatic Renal Cell Cancer,Amyotrophic Lateral Sclerosis,Pick Disease of the Brain,Stage III Colon Cancer AJCC v7,Progressive Neoplastic Disease,Malignant tumor of colon,Hematologic Neoplasms,Major Depressive Disorder,Pancreatic carcinoma,Giant Cell Tumors,Endometrial Hyperplasia,Metastatic melanoma,Sepsis,Primary central nervous system lymphoma,Alzheimer Disease, Late Onset,Differentiated Thyroid Gland Carcinoma,Malignant tumor of cervix,Progressive cGVHD,Seizures,Erythema Multiforme,Colorectal Cancer,Diffuse Large B-Cell Lymphoma,Unipolar Depression,Exanthema,Malignant neoplasm of breast,Breast Carcinoma,Hereditary Diffuse Gastric Cancer,Spots on skin,Secondary malignant neoplasm of bone,Alzheimer's Disease,Extra-Adrenal Paraganglioma,Mucosa-Associated Lymphoid Tissue Lymphoma,Paraganglioma,Secondary malignant neoplasm of lymph node,Primary Progressive Aphasia (disorder),Rectal Carcinoma,Adenocarcinom","48132800-48132821","+","MIMAT0025466","hsa-miR-6505-5p","MI0022217","8833161"
"3134","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000066117","SMARCD1","OTTHUMT00000406009","50085325-50090326","+","ENSE00002328050, ENSE00003622570, ENSE00003593350, ENSE00003513831, ENSE00000837632, ENSE00000837631, ENSE00002379155","7","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","Malignant neoplasm of stomach,Carcinogenesis,Stomach Carcinoma,Hyperlipidemia,Glucocorticoid deficiency with achalasia,Neoplasm Metastasis,Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site","48772014-48772035","-","MIMAT0019798","hsa-miR-4701-5p","MI0017334","8833161"
"3135","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000135486","HNRNPA1","OTTHUMT00000405741","54282198-54284569","+","ENSE00002381057, ENSE00003790955, ENSE00000920032, ENSE00000920033, ENSE00001532273, ENSE00002373379","6","heterogeneous nuclear ribonucleoprotein A1","Frontotemporal dementia,Colorectal Cancer,Liver carcinoma,Liver and Intrahepatic Biliary Tract Carcinoma,Osteitis Deformans,Acute Erythroblastic Leukemia,Acute leukemia,Myopathy,HIV Infections,Non-Small Cell Lung Carcinoma,Leukemia, T-Cell,AMYOTROPHIC LATERAL SCLEROSIS 20,Amyotrophic Lateral Sclerosis,Myeloid Leukemia, Chronic,Well Differentiated Oligodendroglioma,Infection,Malignant neoplasm of kidney,Tropical Spastic Paraparesis,Renal carcinoma,Pick Disease of the Brain,GRN-related frontotemporal dementia,Frontotemporal Lobar Degeneration,Alzheimer's Disease,Leukemogenesis,Malignant neoplasm of liver,Malignant tumor of colon,Autoimmune Diseases,Carcinogenesis,Prostatic Neoplasms,oligodendroglioma,leukemia,Multiple Myeloma,Animal Mammary Neoplasms,Colorectal Carcinoma,Neurodegenerative Disorders,Crohn Disease,Multiple Sclerosis, Relapsing-Remitting,Glioblastoma,Muscular Dystrophy, Oculopharyngeal,Spinal Muscular Atrophy,Colon Carcinoma,Multiple Sclerosis, Chronic Progressive,INCLUSION","54034010-54034031","+","MIMAT0003283","hsa-miR-615-3p","MI0003628","8833161"
"3136","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000139636","LMBR1L","OTTHUMT00000408990","49102476-49110675","-","ENSE00002373036, ENSE00003532876, ENSE00003602894, ENSE00003560299, ENSE00003558521, ENSE00002424065","6","NA","NA","53991799-53991820","+","MIMAT0004562","hsa-miR-196a-3p","MI0000279","8833161"
"3137","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000178449","COX14","OTTHUMT00000406024","50111979-50120451","+","ENSE00002384999, ENSE00001277391","2","COX14 cytochrome c oxidase assembly factor","Cytochrome-c Oxidase Deficiency","48771980-48771999","-","MIMAT0019799","hsa-miR-4701-3p","MI0017334","8833161"
"3138","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000139637","C12orf10","OTTHUMT00000406913","53303168-53307171","+","ENSE00002408277, ENSE00003577675, ENSE00003691891","3","chromosome 12 open reading frame 10","VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),Localized vitiligo,Generalized vitiligo,Vitiligo,Senile lentigo,Malignant neoplasm of breast,Breast Carcinoma","53056949-53056970","+","MIMAT0027414","hsa-miR-6757-5p","MI0022602","8833161"
"3139","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000135472","FAIM2","OTTHUMT00000405987","49870531-49900257","-","ENSE00002382402, ENSE00003585946, ENSE00003474939, ENSE00001222018, ENSE00001222021, ENSE00000919756, ENSE00001222033, ENSE00001222041, ENSE00001222046, ENSE00001221566, ENSE00002416663","11","Fas apoptotic inhibitory molecule 2","Hypertensive disease,Central neuroblastoma,Secondary malignant neoplasm of lung,Neuroblastoma,Dyslipidemias,Neoplasm Metastasis,Myocardial Infarction,Obesity,Diabetes Mellitus, Non-Insulin-Dependent","54337240-54337261","+","MIMAT0004699","hsa-miR-148b-5p","MI0000811","8833161"
"3140","chromosome12","FRA12A","46400001-54900000","12q13.1","Folic acid","Rare","ENSG00000134287","ARF3","OTTHUMT00000398005","48938925-48957445","-","ENSE00002302885, ENSE00003705523, ENSE00003706828, ENSE00003704073, ENSE00002226997, ENSE00001298103","6","ADP-ribosylation factor 3","Squamous cell carcinoma,Acute glomerulonephritis,Germ cell tumor,Myotonic Dystrophy,Congenital Myotonic Dystrophy,Neuroblastoma,Carcinogenesis,Leukemogenesis,Neoplasm Metastasis,Central neuroblastoma,Malignant neoplasm of breast,Breast Carcinoma,Tonsillitis","47364197-47364218","-","MIMAT0019029","hsa-miR-4494","MI0016856","8833161"
